yearID,T_ID,gameNO,GDAY_DS,VS_T_ID,HEADER_NO,TB_SC,CG_CK,HOLD,INN2,BF,PA_P,AB_P,HIT_P,H2_P,H3_P,HR_P,SB_P,CS_P,SH_P,SF_P,BB_P,IB_P,HP_P,KK_P,GD_P,WP_P,BK_P,ERR_P,R_P,ER_P,P_WHIP_RT_P,P2_WHIP_RT_P,CB_WHIP_RT_P,PA_B,AB_B,RBI_B,RUN_B,HIT_B,H2_B,H3_B,HR_B,SB_B,CS_B,SH_B,SF_B,BB_B,IB_B,HP_B,KK_B,GD_B,ERR_B,LOB_B,P_HRA_RT_B,P_AB_CN_B,P_HIT_CN_B,WLS
2018,HH,39,20180513,NC,0,B,0,0,27,126,32,32,5,2,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0.0,0.0,1.0,35,35,2,4,11,0,0,0,1,0,0,0,0,0,0,8,1,0,7,0.571428571,7,4,W
2018,HH,40,20180515,KT,0,B,0,0,27,156,36,34,8,0,0,1,1,0,0,0,2,0,0,12,1,0,0,0,3,3,1.5,1.153846154,2.142857143,36,33,0,0,8,1,0,0,0,0,0,0,2,1,1,7,2,0,9,0.0,5,0,L
2018,HH,41,20180516,KT,0,B,0,2,27,189,41,34,9,3,0,1,0,1,0,0,5,0,2,8,2,0,0,0,4,4,0.9,1.772727273,3.0,32,27,5,5,4,2,0,1,0,0,0,1,4,0,0,7,0,1,3,0.5,2,1,W
2018,HH,42,20180517,KT,0,B,0,1,27,139,39,37,11,1,0,2,0,0,1,0,1,0,0,6,0,1,0,0,3,3,1.2,0.954545455,0.25,35,31,4,5,10,2,0,0,0,0,1,2,1,0,0,5,0,0,6,0.25,12,3,W
2018,HH,43,20180518,LG,0,T,0,0,27,150,38,34,9,1,1,0,2,1,1,0,2,1,1,11,0,0,0,0,3,2,1.8,1.269230769,1.66666666699999,35,32,3,4,10,0,0,1,0,1,0,0,2,0,1,4,4,1,4,0.125,8,1,W
2018,HH,44,20180519,LG,0,T,0,2,27,137,35,30,6,1,0,0,0,0,0,0,5,0,0,3,3,0,0,1,1,1,0.0,1.222222222,1.333333333,34,31,2,2,6,2,0,0,0,0,1,0,1,0,1,6,1,0,5,0.333333333,6,2,W
2018,HH,45,20180520,LG,0,T,0,0,24,149,39,36,12,2,0,2,3,0,0,0,1,0,2,5,1,0,0,0,6,6,1.2,15.0,2.57142857099999,36,31,2,2,7,0,0,1,2,1,0,0,5,0,0,7,2,1,7,0.142857143,7,1,L
2018,HH,46,20180522,OB,0,B,0,1,33,161,49,44,12,2,1,0,2,0,0,0,4,1,1,7,1,1,0,0,7,7,1.66666666699999,1.285714286,1.363636364,48,41,7,8,11,0,0,3,1,0,0,0,6,0,1,10,1,0,10,0.25,12,3,W
2018,HH,47,20180523,OB,0,B,0,1,27,145,36,33,6,1,0,2,0,0,0,0,3,0,0,8,0,1,0,0,3,3,1.0,1.0,0.6,38,31,4,5,9,3,0,2,1,1,0,0,5,0,2,4,1,0,9,0.2,10,2,W
2018,HH,48,20180524,OB,0,B,0,0,27,137,38,37,12,3,1,1,0,1,0,1,0,0,0,6,0,0,0,0,7,7,4.0,1.6,2.142857143,36,33,0,1,9,0,0,0,0,0,0,0,3,0,0,3,4,0,8,0.0,8,0,L
2018,HH,49,20180525,SK,0,T,0,0,24,156,35,30,9,0,0,1,1,1,1,1,3,0,0,9,0,0,0,0,5,5,3.0,1.434782609,2.57142857099999,29,28,1,1,3,0,0,1,1,0,0,0,1,0,0,7,1,0,1,0.0,2,0,L
2018,HH,50,20180526,SK,0,T,0,0,24,139,42,37,14,4,0,0,0,0,0,0,3,0,2,4,1,0,0,0,7,6,1.0,5.5,2.0,35,33,2,2,7,3,0,1,0,0,0,0,1,0,1,13,1,1,6,0.142857143,7,1,L
2018,HH,51,20180527,SK,0,T,0,0,30,180,48,42,14,2,0,1,0,0,0,1,4,0,1,4,2,2,0,0,5,5,1.2,1.8,1.0,48,45,6,7,14,3,1,1,0,0,1,0,1,0,1,6,0,1,11,0.0625,16,1,W
2018,HH,52,20180529,NC,0,B,0,1,27,131,37,35,9,1,0,1,0,0,0,0,2,0,0,6,1,0,0,0,2,2,2.25,0.833333333,1.5,41,29,7,7,8,2,1,0,0,1,0,2,10,0,0,4,0,0,10,0.307692308,13,4,W
2018,HH,53,20180530,NC,0,B,0,0,27,143,36,36,8,2,0,3,1,0,0,0,0,0,0,8,0,0,0,0,4,4,0.375,1.0,1.5,44,41,8,10,15,2,0,1,1,0,0,0,3,0,0,5,2,2,10,0.375,16,6,W
2018,HH,54,20180531,NC,0,B,0,0,27,148,39,35,9,1,0,1,0,0,0,0,4,0,0,11,0,0,0,0,5,4,1.125,1.66666666699999,2.57142857099999,34,30,3,4,5,0,0,0,2,1,0,0,4,0,0,10,1,1,3,0.285714286,7,2,L
2018,HH,55,20180601,LT,0,T,0,1,27,154,41,36,11,3,0,1,1,0,1,0,2,0,2,8,0,0,0,0,6,6,1.0,1.411764706,0.818181818,47,40,12,13,14,3,0,2,1,1,0,1,6,1,0,13,1,0,7,0.545454545,11,6,W
2018,HH,56,20180602,LT,0,T,0,1,27,158,38,35,11,1,0,1,0,0,0,0,3,0,0,5,2,0,0,0,2,2,0.461538462,1.55555555599999,2.57142857099999,37,34,2,3,10,2,1,0,5,0,2,0,1,1,0,9,2,0,7,0.230769231,13,3,W
2018,HH,57,20180603,LT,0,T,0,0,24,149,37,33,10,1,0,1,0,0,0,0,4,0,0,6,0,0,0,0,6,5,3.0,1.5,1.714285714,33,33,0,0,6,1,0,0,0,1,0,0,0,0,0,8,0,1,6,0.0,3,0,L
2018,HH,58,20180605,LG,0,T,0,0,24,160,42,39,17,4,1,0,2,0,0,1,1,0,1,6,0,0,0,0,7,7,1.5,3.428571429,3.0,37,35,3,3,7,1,0,1,0,0,0,0,2,0,0,12,0,0,7,0.25,8,2,L
2018,HH,59,20180606,LG,0,T,0,0,27,131,36,32,6,1,0,0,0,0,0,1,3,0,0,5,1,0,0,0,1,1,0.0,1.0,1.0,39,35,5,5,9,2,0,1,1,1,0,0,4,0,0,9,0,1,7,0.222222222,9,2,W
2018,HH,60,20180607,LG,0,T,0,1,24,147,35,34,12,1,0,2,1,2,0,0,1,0,0,14,1,0,0,0,6,4,0.857142857,1.227272727,1.875,40,37,4,5,13,5,0,0,1,0,0,2,1,0,0,8,1,2,8,0.214285714,14,3,L
2018,HH,61,20180608,SK,0,B,0,1,27,154,40,36,8,2,1,2,0,0,0,0,3,0,1,4,0,0,0,0,5,5,2.25,1.05,1.66666666699999,38,34,7,7,11,1,1,4,1,1,0,0,4,0,0,11,0,1,7,0.428571429,7,3,W
2018,HH,62,20180609,SK,0,B,0,0,30,166,45,38,8,1,0,0,1,0,0,0,4,1,3,10,0,0,1,0,4,4,1.714285714,1.24137931,0.818181818,40,36,2,2,7,0,0,0,3,1,0,0,4,0,0,9,0,0,8,0.222222222,9,2,L
2018,HH,63,20180610,SK,0,B,0,1,27,130,34,34,9,0,0,1,0,0,0,0,0,0,0,9,1,1,0,0,3,3,1.0,1.0,1.5,41,36,4,4,10,2,0,2,1,0,0,0,3,0,2,10,0,0,12,0.0,10,0,W
2018,HH,64,20180612,WO,0,T,0,0,27,177,34,32,5,2,0,0,1,1,0,0,2,0,0,11,1,3,0,0,2,2,2.25,1.0,1.0,41,38,5,6,11,3,0,1,4,0,0,0,1,0,2,6,2,1,8,0.307692308,13,4,W
2018,HH,65,20180613,WO,0,T,0,0,24,130,33,30,9,1,0,0,0,1,0,0,1,0,2,5,1,1,0,0,4,4,1.0,1.428571429,1.714285714,33,29,2,2,6,1,0,0,0,0,1,0,2,0,1,9,2,0,4,0.222222222,9,2,L
2018,HH,66,20180614,WO,0,T,0,0,27,153,43,38,12,2,0,1,0,0,0,0,5,0,0,5,0,1,0,0,8,8,2.0,0.882352941,1.8,42,36,9,9,9,2,0,3,0,0,0,0,5,0,1,11,0,0,6,0.222222222,9,2,W
2018,HH,67,20180615,OB,0,B,0,0,27,175,50,47,21,3,0,3,0,0,0,0,3,0,0,9,1,1,0,0,13,13,2.7,2.142857143,2.18181818199999,39,34,4,4,6,1,0,1,3,0,0,0,4,0,1,8,1,0,8,0.222222222,9,2,L
2018,HH,68,20180616,OB,0,B,0,0,27,192,46,37,13,5,0,3,1,0,0,1,6,0,2,9,1,0,0,0,8,7,2.666666667,2.285714286,3.857142857,40,36,2,3,10,2,0,0,0,2,0,0,2,0,2,11,0,0,10,0.2,10,2,L
2018,HH,69,20180617,OB,0,B,0,0,27,168,41,37,11,3,1,2,1,0,0,0,4,0,0,8,0,2,0,0,6,6,1.875,1.5,1.8,41,35,8,11,13,5,0,0,2,0,0,1,5,0,0,6,0,0,6,0.375,16,6,W
2018,HH,70,20180619,LG,0,B,0,0,27,174,43,35,11,2,0,0,0,0,1,1,6,0,0,10,0,1,0,0,4,4,1.5,2.25,2.625,34,31,0,0,4,2,0,0,0,0,0,0,3,0,0,12,0,0,7,0.0,5,0,L
2018,HH,71,20180620,LG,0,B,0,0,27,137,39,37,12,2,0,1,0,0,0,1,1,0,0,6,2,1,0,0,7,7,1.714285714,1.75,2.25,43,36,11,11,13,2,0,3,3,0,1,0,4,0,2,6,0,1,8,0.363636364,11,4,W
2018,HH,72,20180621,LG,0,B,0,0,27,148,40,33,12,2,0,1,1,1,0,0,5,0,2,3,4,1,0,0,6,5,1.125,1.92,2.1,39,37,9,9,14,3,0,3,0,1,0,1,1,0,0,8,1,1,4,0.333333333,9,3,W
2018,HH,73,20180622,NC,0,T,0,0,27,132,30,28,1,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0.0,0.285714286,0.0,40,33,5,5,9,3,0,1,1,1,0,0,6,0,1,5,1,0,8,0.285714286,7,2,W
2018,HH,74,20180623,NC,0,T,0,0,27,160,34,31,5,0,0,0,1,1,0,0,3,0,0,12,0,0,0,0,1,1,1.5,1.166666667,0.6,42,37,7,8,13,1,0,2,1,0,0,0,5,0,0,6,2,0,7,0.333333333,12,4,W
2018,HH,75,20180624,NC,0,T,0,0,27,158,38,36,11,1,0,1,0,2,0,0,2,0,0,10,0,0,0,0,3,3,0.857142857,1.269230769,2.57142857099999,38,35,5,5,9,1,1,1,1,0,1,0,2,0,0,6,0,0,6,0.285714286,7,2,W
2018,HH,76,20180626,SS,0,B,0,0,27,176,44,37,15,4,0,3,1,0,1,1,4,0,1,2,2,1,0,0,13,13,3.0,2.25,6.0,33,30,2,2,7,2,0,1,0,0,0,0,2,0,1,8,1,1,7,0.142857143,7,1,L
2018,HH,77,20180627,SS,0,B,0,1,27,150,39,34,7,1,0,0,0,0,0,0,3,0,2,8,0,0,0,0,0,0,0.428571429,0.714285714,0.9,34,32,4,4,9,3,0,0,2,1,0,0,2,0,0,4,1,1,6,0.4,10,4,W
2018,HH,78,20180628,SS,0,B,0,0,27,172,41,34,10,1,0,1,0,0,0,0,6,0,1,8,2,0,0,0,3,3,0.9,1.857142857,1.66666666699999,38,30,8,8,6,0,0,2,2,1,0,0,8,0,0,5,0,0,6,0.4,10,4,W
2018,HH,79,20180629,LT,0,B,0,2,27,125,32,29,4,0,0,1,0,0,0,0,3,0,0,8,2,0,0,0,2,2,0.0,0.833333333,0.545454545,34,30,4,5,5,0,0,1,2,0,0,0,4,0,0,4,0,0,5,0.285714286,7,2,W
2018,HH,80,20180630,LT,0,B,0,0,27,160,36,31,6,1,0,2,0,0,1,0,4,0,0,10,0,0,1,0,5,3,0.857142857,1.153846154,0.272727273,36,32,5,6,8,2,0,1,2,2,0,0,2,0,2,9,0,1,4,0.166666667,12,2,W
2018,HH,81,20180703,HT,0,T,0,0,24,126,39,35,14,4,0,1,2,0,1,1,2,0,0,5,1,0,0,0,9,7,1.153846154,2.4,1.875,32,32,2,2,5,1,0,2,1,0,0,0,0,0,0,14,0,2,3,0.0,4,0,L
2018,HH,82,20180704,HT,0,T,0,0,24,133,38,33,11,2,1,0,0,0,1,0,3,0,1,7,2,1,0,0,6,5,1.333333333,1.636363636,1.5,41,35,4,4,10,4,0,0,1,1,1,0,4,1,1,10,0,1,10,0.266666666999999,15,4,L
2018,HH,83,20180705,HT,0,T,0,0,27,137,33,29,5,0,0,0,0,0,0,0,4,0,0,9,2,0,0,0,2,2,0.6,0.5,1.875,40,37,6,8,13,1,0,1,3,0,2,0,1,0,0,6,1,0,5,0.454545455,11,5,W
2018,HH,84,20180706,SK,0,T,0,0,24,155,35,32,12,2,0,3,0,0,2,0,1,0,0,6,1,1,0,0,6,6,1.8,6.0,0.6,32,32,0,0,4,0,0,0,1,0,0,0,0,0,0,9,0,0,5,0.0,5,0,L
2018,HH,85,20180707,SK,0,T,0,0,24,123,36,32,8,2,0,1,0,0,0,0,2,0,2,6,0,0,0,0,5,5,1.0,0.947368421,1.0,38,34,4,4,8,0,0,1,2,0,0,0,3,0,1,6,0,0,7,0.25,8,2,L
2018,HH,86,20180708,SK,0,T,0,1,27,148,37,33,6,1,0,2,0,0,0,0,3,0,1,7,0,0,0,0,2,2,0.75,1.09090909099999,1.5,35,33,5,5,8,1,0,0,1,0,0,0,2,0,0,6,2,0,3,0.666666667,6,4,W
2018,HH,87,20180710,WO,0,B,0,0,27,143,33,32,6,0,0,0,0,0,0,0,1,0,0,10,1,0,0,0,1,0,3.0,0.875,1.0,36,33,4,4,10,5,0,1,1,1,0,0,1,0,2,8,0,0,8,0.444444444,9,4,W
2018,HH,88,20180711,WO,0,B,0,0,27,230,55,42,15,4,1,6,0,0,0,1,10,0,2,9,0,2,1,0,22,20,3.0,3.0,3.375,45,44,7,8,15,4,0,0,0,0,0,0,1,0,0,7,0,1,10,0.428571429,14,6,L
2018,HH,89,20180712,WO,0,B,0,3,27,125,34,30,5,1,0,0,0,1,0,0,3,0,1,5,1,0,0,0,1,1,1.0,1.0,0.6,38,33,3,4,12,2,0,1,2,0,0,0,5,0,0,5,2,1,10,0.3,10,3,W
2018,HH,90,20180717,KT,0,T,0,0,27,176,39,34,8,0,0,1,2,0,0,0,5,0,0,7,1,2,0,0,1,1,1.8,1.5,1.875,41,36,8,8,12,2,0,2,0,0,0,0,4,0,1,8,1,1,6,1.0,5,5,W
2018,HH,91,20180718,KT,0,T,0,1,34,216,47,45,13,2,0,2,2,1,0,0,2,0,0,13,1,1,0,0,4,4,0.375,1.323529412,0.692307692,49,45,2,2,13,2,0,0,3,2,1,0,3,2,0,18,1,0,11,0.157894736999999,19,3,L
2018,HH,92,20180719,KT,0,T,0,0,24,133,36,28,10,2,0,1,1,0,1,1,5,1,1,8,1,1,0,1,8,7,2.142857143,1.82608695699999,1.875,43,41,6,7,15,4,0,0,0,1,0,1,1,0,0,9,0,0,9,0.411764706,17,7,L
2018,HH,93,20180720,SS,0,T,0,3,27,148,35,28,4,1,0,0,0,1,0,0,6,0,1,7,2,0,0,0,0,0,0.6,1.111111111,1.125,34,31,1,1,7,1,0,1,2,0,0,0,2,0,1,8,1,0,6,0.111111111,9,1,W
2018,HH,94,20180721,SS,0,T,0,0,26,162,43,37,10,0,0,0,1,0,1,0,5,0,0,8,0,0,0,0,4,2,2.57142857099999,2.052631579,1.333333333,38,35,2,3,10,2,0,1,0,0,0,0,3,0,0,10,2,2,8,0.125,8,1,L
2018,HH,95,20180722,SS,0,T,0,0,24,145,34,28,7,2,0,1,0,2,0,1,4,0,1,8,1,0,0,0,5,5,2.0,1.23529411799999,0.9,38,33,3,4,7,1,0,0,0,0,0,0,3,0,2,5,1,1,7,0.25,12,3,L
2018,HH,96,20180724,HT,0,B,0,0,27,101,31,30,4,1,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0.0,0.5,0.75,39,33,5,5,9,0,0,2,1,0,1,0,5,0,0,9,0,1,10,0.428571429,7,3,W
2018,HH,97,20180725,HT,0,B,0,0,27,190,45,38,13,5,1,0,0,0,0,2,4,0,1,3,0,0,0,1,11,10,3.6,5.25,2.625,39,36,3,3,10,2,0,0,0,1,0,1,2,0,0,10,0,1,9,0.181818182,11,2,L
2018,HH,98,20180726,HT,0,B,0,1,27,129,33,31,5,0,0,1,0,1,0,0,1,0,1,10,0,0,1,0,3,3,0.0,1.25,0.666666667,36,30,6,6,11,4,0,0,1,0,0,1,4,0,1,7,3,0,6,0.333333333,12,4,W
2018,HH,99,20180727,OB,0,T,0,1,27,162,44,42,16,3,0,2,0,0,0,0,2,0,0,6,1,0,0,0,7,7,0.818181818,1.363636364,3.0,48,40,15,16,15,4,1,1,2,0,0,0,6,0,2,9,1,0,5,0.647058824,17,11,W
2018,HH,100,20180728,OB,0,T,0,0,24,144,43,38,15,4,0,4,0,0,0,1,3,0,1,4,0,0,0,1,13,13,3.857142857,3.0,4.5,45,42,5,6,15,2,1,0,0,0,0,1,1,0,1,10,0,0,12,0.285714286,14,4,L
2018,HH,101,20180729,OB,0,T,0,0,24,133,33,28,6,1,0,1,3,0,1,1,2,0,1,10,0,1,0,0,3,3,1.0,1.0,1.5,32,29,0,1,5,1,0,0,0,1,0,0,3,0,0,11,1,0,4,0.25,4,1,L
